X1,Y1,X2,Y2,V1,V2
0,0,0,0,0,-15.260417938232422,-11.219338417053223,3.1440467834472656,0.5087124109268188
1,0,0,0,0,-16.378864288330078,-13.19696044921875,4.025975704193115,1.134556770324707
0,1,0,0,0,-4.765378475189209,-4.2928667068481445,-2.534280300140381,-1.441157341003418
1,1,0,0,0,-7.660417556762695,-7.00195837020874,-0.7553077936172485,-1.0095276832580566
0,2,0,0,0,-7.8032355308532715,-7.8907880783081055,-3.0402894020080566,-2.0556721687316895
1,2,0,0,0,-10.74875259399414,-10.62922191619873,-1.2421337366104126,-1.5844306945800781
0,3,0,0,0,-10.99009895324707,-11.443790435791016,-3.5536231994628906,-2.7133266925811768
1,3,0,0,0,-13.893656730651855,-14.220052719116211,-1.728959321975708,-2.166804790496826
0,4,0,0,0,-14.161293029785156,-14.995828628540039,-4.122321605682373,-3.3890583515167236
1,4,0,0,0,-17.061676025390625,-17.784948348999023,-2.2157859802246094,-2.8135571479797363
0,5,0,0,0,-17.329313278198242,-18.54786491394043,-4.691019058227539,-4.064789772033691
1,5,0,0,0,-20.22969627380371,-21.3498477935791,-2.702610969543457,-3.4931087493896484
0,6,0,0,0,-20.497333526611328,-22.099905014038086,-5.25971794128418,-4.74052095413208
1,6,0,0,0,-23.397716522216797,-24.914745330810547,-3.2309632301330566,-4.172659397125244
0,0,1,0,0,-19.102542877197266,-14.205629348754883,3.451885223388672,1.7748615741729736
1,0,1,0,0,-18.60909652709961,-12.910377502441406,3.9694180488586426,2.1081714630126953
0,1,1,0,0,-3.1558339595794678,-3.1417715549468994,-5.233523845672607,-3.0855255126953125
1,1,1,0,0,-3.583345890045166,-1.9416695833206177,-3.667172431945801,-3.011462688446045
0,2,1,0,0,-4.0317840576171875,-4.294770240783691,-5.902359962463379,-3.8116965293884277
1,2,1,0,0,-4.507745742797852,-3.741022825241089,-4.304747104644775,-3.6301913261413574
0,3,1,0,0,-5.240288734436035,-6.094123840332031,-6.561079502105713,-4.539018154144287
1,3,1,0,0,-5.697408676147461,-5.539918899536133,-4.942322254180908,-4.222283363342285
0,4,1,0,0,-6.430743217468262,-7.893476486206055,-7.219798564910889,-5.280959606170654
1,4,1,0,0,-6.933158874511719,-7.5938720703125,-5.579896450042725,-4.817204475402832
0,5,1,0,0,-7.620405197143555,-9.692829132080078,-7.934666156768799,-6.006298542022705
1,5,1,0,0,-8.591477394104004,-10.095937728881836,-6.127910137176514,-5.475078582763672
0,6,1,0,0,-9.237858772277832,-11.642459869384766,-8.634819030761719,-6.686213970184326
